Ship to ID,Sold to ID,R12 Segment (Ship to ID),R12 Segment (Sold to ID),R13-24 Segment (Sold to ID),R25 - 36 Segment (Sold to ID),Sales Rep Name,Fleet Size,R12 Wallet Size (Aftermarket),Ship to Name,Sold to Name,Address,City,Zip Code,County State,HYG Preferred Brand,New Equip R36 Revenue,Used Equip R36 Revenue,Parts Revenue R12,Service Revenue R12 (Includes GM),Parts & Service Revenue R12,Rental Revenue R12,Allied Equipment Revenue R12,Revenue Rolling 12 Months - Aftermarket,Revenue Rolling 13 - 24 Months - Aftermarket,Revenue Rolling 25 - 36 Months - Aftermarket,Revevnue Rolling 25 -36 Months - AftermarketR12 Aftermarket Revenue Change,Dealer Branch,Industry Segment,Industry Description
AD0006756,BP0000302,P,D3,P,D3,1-Territory,,,LUIS FRESH MARKET,CARNECERIA GUANAJUATO,8170 E 21ST STREET,,46219,Marion IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$533 ,$0 ,,,
AD0008479,BP0000705,D3,D3,D3,D2,1-Territory,,,GEORGE E BOOTH CO INC,GEORGE E BOOTH CO INC,8180 COUNTRY CLUB PLACE,,46214,Marion IN,,$0 ,$0 ,$0 ,"$1,121 ","$1,121 ",$0 ,$0 ,"$1,121 ",$0 ,$0 ,"$1,121 ",,,
AD0007029,BP0003779,D3,D3,D3,D3,7-Territory,,,UPS,TRUE SOURCE LLC,5380 W 81 ST,,46268,Marion IN,,$0 ,$0 ,$0 ,"$1,110 ","$1,110 ",$0 ,$0 ,"$1,110 ",$0 ,"$1,559 ","$1,110 ",,,
AD0007351,BP0001113,P,P,D3,D2,1-Territory,,,SCI CORP INC,SCI CORP INC,2925 HOFFMAN ROAD,,46241,Marion IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$370 ,$0 ,,,
AD0003040,BP0002945,P,P,P,P,7-Territory,,,LIEBL AG LLC,LIEBL AG LLC,304 5TH STREET WEST,ADA,56510,Norman MN,,$0 ,"$21,726 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,
AD0007267,BP0004421,D3,D3,P,P,7-Territory,,,ASSOCIATED MATERIAL HANDLING INDUST,ASSOCIATED MATERIAL HANDLING INDUST,133 NORTH SWIFT ROAD,ADDISON,60101,DuPage IL,,$0 ,$0 ,$60 ,$0 ,$60 ,$0 ,$0 ,$60 ,$0 ,$0 ,$60 ,,,
AD0007073,BP0004329,P,P,P,P,7-Territory,,,CRYSTAL FARMS LLC,CRYSTAL FARMS LLC,1800 N CLEVELAND-MASSILON ROAD,AKRON,44333,Summit OH,,$0 ,"$19,891 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,
AD0008335,BP0001240,D3,D3,P,P,2-Territory,,,ROY PADGETT,HDRK,1125 W Walnut St,ALBANY,47320,Delaware IN,,$0 ,$0 ,$233 ,$0 ,$233 ,$0 ,$0 ,$233 ,$0 ,$0 ,$233 ,,,
AD0006786,BP0004174,P,P,P,D3,2-Territory,,,MIKE ANDERSON ENTERPRISES,MIKE ANDERSON ENTERPRISES,11801 N BLACK CEMETERY ROAD,ALBANY,47320,Delaware IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,338 ",$0 ,,,
AD0004104,BP0002193,A2,A1,A1,A1,4-Territory,,,KNAUF INSULATION,KNAUF INSULATION,1000 E NORTH ST,ALBION,49224,Calhoun MI,,"$351,501 ",$0 ,$0 ,"$157,037 ","$157,037 ","$120,227 ",$0 ,"$277,263 ","$151,314 ","$21,261 ","$125,950 ",,,
AD0004106,BP0002193,P,A1,A1,A1,4-Territory,,,KNAUF INSULATION,KNAUF INSULATION,809 NORTH CLARK ST,ALBION,49224,Calhoun MI,,"$8,849 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,
AD0004526,BP0000353,D3,A1,A1,A1,1-Territory,,,HERITAGE CRYSTAL CLEAN,HERITAGE CRYSTAL CLEAN,3738-A HAWKINS NE,ALBUQUERQUE,87109,Bernalillo NM,,$0 ,$0 ,$0 ,$0 ,$0 ,"$6,608 ",$0 ,"$6,608 ","$1,377 ",$0 ,"$5,232 ",,,
AD0004879,BP0000756,D3,D3,P,P,2-Territory,,,SPRING HOUSE INC,SPRING HOUSE INC,1703 S PARK AVE,ALEXANDRIA,46001,Madison IN,,$0 ,$0 ,$0 ,$344 ,$344 ,$0 ,$0 ,$344 ,$0 ,$0 ,$344 ,,,
AD0008551,BP0001834,D3,D3,P,P,7-Territory,,,WABASH VALLEY SERVICE CO,WABASH VALLEY SERVICE CO,21546 HIGHWAY 1,ALLENDALE,62410,Wabash IL,,$0 ,$0 ,$887 ,$0 ,$887 ,$0 ,$0 ,$887 ,$0 ,$0 ,$887 ,,,
AD0006296,BP0003906,D2,D2,P,P,7-Territory,,,INDUSTRIAL LIQUIDATORS,INDUSTRIAL LIQUIDATORS,1324 UNION HILL RD,ALPHARETTA,30004,Fulton GA,,"$16,000 ","$455,300 ",$195 ,$0 ,$195 ,$0 ,$0 ,$195 ,$0 ,$0 ,$195 ,,,
AD0004683,BP0000495,A1,A1,A1,A1,7-Territory,,,NESTLE USA **FACTORY**,NESTLE USA #105,4301 W 73rd ST,ANDERSON,46011,Madison IN,,"$15,188 ",$0 ,"$11,341 ","$247,771 ","$259,112 ","$18,200 ",$0 ,"$277,312 ","$279,540 ","$160,141 ","($2,229)",,,
AD0004682,BP0000495,A2,A1,A1,A1,7-Territory,,,NESTLE USA **DC**,NESTLE USA #105,4301 W 73rd ST,ANDERSON,46011,Madison IN,,$0 ,$0 ,"$10,217 ","$201,101 ","$211,318 ","$16,770 ",$0 ,"$228,088 ","$449,746 ","$190,031 ","($221,658)",,,
AD0003879,BP0000495,P,A1,A1,A1,7-Territory,,,NESTLE USA ANDERSON,NESTLE USA #105,4301 W 73rd ST,ANDERSON,46011,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$194 ,$0 ,,,
AD0004683,BP0002261,A1,C1,C1,C1,7-Territory,,,NESTLE USA **FACTORY**,MH EQUIPMENT,4301 W 73rd ST,ANDERSON,46011,Madison IN,,"$15,188 ",$0 ,"$11,341 ","$247,771 ","$259,112 ","$18,200 ",$0 ,"$277,312 ","$279,540 ","$160,141 ","($2,229)",,,
AD0004682,BP0002261,A2,C1,C1,C1,7-Territory,,,NESTLE USA **DC**,MH EQUIPMENT,4301 W 73rd ST,ANDERSON,46011,Madison IN,,$0 ,$0 ,"$10,217 ","$201,101 ","$211,318 ","$16,770 ",$0 ,"$228,088 ","$449,746 ","$190,031 ","($221,658)",,,
AD0008224,BP0002261,D3,C1,C1,C1,7-Territory,,,BEST WELD,MH EQUIPMENT,1315 W 18TH STREET,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$163 ,$163 ,$0 ,$0 ,$163 ,$0 ,$0 ,$163 ,,,
AD0007130,BP0002261,P,C1,C1,C1,7-Territory,,,KETER NORTH AMERICA,MH EQUIPMENT,6435 S SCATTERFIELD RD,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$149 ,$0 ,,,
AD0000323,BP0000228,C2,C2,C2,C2,7-Territory,,,LOWES FLEET #1031,LOWES FLEET #1031,3335 S SCATTERFIELD RD,ANDERSON,46013,Madison IN,,$650 ,$0 ,$0 ,"$22,697 ","$22,697 ","$1,832 ",$0 ,"$24,529 ","$18,488 ","$24,807 ","$6,040 ",,,
AD0000259,BP0000164,C3,C3,C3,C3,2-Territory,,,A B CASTING & PAINTING,A B CASTING & PAINTING,505 EAST 31ST ST,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,"$1,775 ","$1,775 ","$33,670 ",$0 ,"$35,445 ","$33,238 ","$34,115 ","$2,206 ",,,
AD0001077,BP0000982,C3,C3,C3,C3,2-Territory,,,MENARDS #3165,MENARDS #3165,2245 E 67TH ST,ANDERSON,46013,Madison IN,,"$6,140 ",$0 ,$0 ,"$17,605 ","$17,605 ",$0 ,$0 ,"$17,605 ","$9,863 ","$15,403 ","$7,743 ",,,
AD0001261,BP0001166,C3,C3,C2,C2,2-Territory,,,PRAIRIE FARMS,PRAIRIE FARMS,722 BRDWAY,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,"$27,125 ",$0 ,"$27,125 ","$23,760 ","$22,516 ","$3,364 ",,,
AD0007364,BP0002289,P,C3,C2,C2,6-Territory,,,PROLIFT INDUSTRIAL EQUIP,PROLIFT INDUSTRIAL EQUIP,1800 PURDUE PARKWAY,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,300 ","$2,850 ","($2,300)",,,
AD0007460,BP0003726,D3,C3,C3,C3,3-Territory,,,HEMSCO,C.O.D.,3594 N STATE RD 9,ANDERSON,46012,Madison IN,,$0 ,$0 ,$762 ,$0 ,$762 ,$0 ,$0 ,$762 ,$69 ,$0 ,$693 ,,,
AD0000659,BP0000564,D3,D3,P,P,2-Territory,,,RECYCLE DESIGN INC,RECYCLE DESIGN INC,804 HAZLETT ST,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,"$2,080 ","$2,080 ",$0 ,$0 ,"$2,080 ",$0 ,$0 ,"$2,080 ",,,
AD0000827,BP0000732,D3,D3,D3,P,2-Territory,,,MERMAID POOLS & SPAS,MERMAID POOLS & SPAS,182 W 300 N,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,$620 ,$620 ,$0 ,$0 ,$620 ,$358 ,$0 ,$262 ,,,
AD0000840,BP0000745,D3,D3,D3,D3,2-Territory,,,CULLIGAN OF ANDERSON,CULLIGAN OF ANDERSON,935 W 8TH STREET,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$258 ,$258 ,$0 ,$0 ,$258 ,"$2,472 ",$241 ,"($2,215)",,,
AD0000858,BP0000763,D3,D3,D3,D3,2-Territory,,,TRE PAPER COMPANY,TRE PAPER COMPANY,5395 S 50 W,ANDERSON,46011,Madison IN,,$0 ,$0 ,$0 ,$411 ,$411 ,$0 ,$0 ,$411 ,$257 ,$228 ,$153 ,,,
AD0000876,BP0000781,D3,D3,D3,P,2-Territory,,,ANDERSON MEMORIAL PARK,ANDERSON MEMORIAL PARK,6805 ML KING JR BLVD,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,"$1,860 ","$1,860 ",$0 ,$0 ,"$1,860 ","$1,478 ",$0 ,$382 ,,,
AD0001888,BP0001793,D3,D3,P,P,2-Territory,,,FIREPLACE & GAS CENTER,FIREPLACE & GAS CENTER,6442 DR MARTIN LUTHER KI,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$554 ,$554 ,$0 ,$0 ,$554 ,$0 ,$0 ,$554 ,,,
AD0003857,BP0002281,D3,D3,D3,D3,2-Territory,,,SPRY INC,SPRY,3019 ENTERPRISE DR,ANDERSON,46013,Madison IN,,"$5,940 ",$0 ,$0 ,"$1,134 ","$1,134 ",$0 ,$0 ,"$1,134 ","$5,231 ","$2,807 ","($4,097)",,,
AD0007544,BP0002744,D3,D3,C3,P,2-Territory,,,ONE POINT,ONE POINT,514 E 31st,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,"$1,005 ","$1,005 ",$0 ,$0 ,"$1,005 ",$999 ,$0 ,$6 ,,,
AD0002839,BP0002744,P,D3,C3,P,2-Territory,,,ONE POINT,ONE POINT,1047 BRDWAY,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$9,082 ",$0 ,"($9,082)",,,
AD0003053,BP0002958,D3,D3,D3,D3,2-Territory,,,ST VINCENT ANDERSON REGIONAL,ST VINCENT ANDERSON REGIONAL,2015 JACKSON ST,ANDERSON,46014,Madison IN,,$0 ,$0 ,$0 ,"$2,171 ","$2,171 ",$0 ,$0 ,"$2,171 ","$2,870 ",$480 ,($699),,,
AD0008406,BP0004946,D3,D3,P,P,2-Territory,,,DREWS PARTS INC,DREWS PARTS INC,705 E SCHOOL STREET,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,$325 ,$325 ,$0 ,$0 ,$325 ,$0 ,$0 ,$325 ,,,
AD0000295,BP0000200,P,P,D3,P,2-Territory,,,MADISON MILLWORK,MADISON MILLWORK,707 JACKSON,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$508 ,$0 ,($508),,,
AD0001008,BP0000913,P,P,D3,P,2-Territory,,,NUGENT ELECTRIC,NUGENT ELECTRIC,2106 OHIO AVE,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$524 ,$0 ,($524),,,
AD0005015,BP0000979,P,P,D3,D3,2-Territory,,,EMT SERVICES,EMT SERVICES,1305 W 29TH ST,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$699 ,"$2,633 ",($699),,,
AD0001235,BP0001140,P,P,P,D3,2-Territory,,,SOUTHDALE TOWER,SOUTHDALE TOWER,524 W 53rd ST,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$991 ,$0 ,,,
AD0001309,BP0001214,P,P,D3,D3,2-Territory,,,"MASOLITE ANDERSON, LLC","MASOLITE ANDERSON, LLC",2415 ALEXANDRIA PIKE,ANDERSON,46012,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$267 ,"$1,351 ",($267),,,
AD0001421,BP0001326,P,P,D3,P,2-Territory,,,COWPOKES WORK & WESTERN,COWPOKES WORK & WESTERN,1812 E 53rd ST,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,640 ",$0 ,"($1,640)",,,
AD0001501,BP0001406,P,P,P,D3,2-Territory,,,SIRMAX,SIRMAX,2915 DR MARTIN LUTHER,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,578 ",$0 ,,,
AD0006730,BP0001740,P,P,D2,D2,1-Territory,,,ONION EQUIPMENT COMP LLC,ONION EQUIPMENT COMP LLC,1311 MARTIN LUTHER KING BLVD,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,512 ","$7,185 ","($1,512)",,,
AD0002536,BP0002441,P,P,P,D3,2-Territory,,,TETRASOLV INC,TETRASOLV INC,444 E 29TH STREET,ANDERSON,46016,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,956 ",$0 ,,,
AD0007324,BP0004043,P,P,D3,P,2-Territory,,,URANUS INDIANA LLC,URANUS INDIANA LLC,1502 HOME AVE,ANDERSON,46013,Madison IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$283 ,$0 ,($283),,,
AD0006564,BP0004057,D3,D3,P,P,7-Territory,,,SUPREME FORKLIFT & EQUIPMENT,SUPREME FORKLIFT & EQUIPMENT,3695 E APACHE TRAIL,APACHE JUNCTION,85119,Pinal AZ,,$0 ,$0 ,$0 ,"$2,532 ","$2,532 ",$0 ,$0 ,"$2,532 ",$0 ,$0 ,"$2,532 ",,,
AD0007928,BP0003727,P,P,D3,C2,2-Territory,,,BLACK GOLD FARMS,BLACK GOLD FARMS,10701 MO-164,ARBYRD,63821,Dunklin MO,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$634 ,$0 ,($634),,,
AD0008373,BP0004650,D3,D3,D3,P,2-Territory,,,COMMERCIAL RECREATION GROUP,COMMERCIAL RECREATION GROUP,23355 RHODES RD,ARCADIA,46030,Hamilton IN,,$0 ,$0 ,$0 ,$581 ,$581 ,$0 ,$0 ,$581 ,$0 ,$0 ,$581 ,,,
AD0007979,BP0004757,P,P,D3,P,7-Territory,,,PETERSON CORN GENETICS LLC,PETERSON CORN GENETICS LLC,8788 E 274TH ST.,ARCADIA,46030,Hamilton IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$642 ,$0 ,($642),,,
AD0008480,BP0001033,D3,D3,D3,D3,5-Territory,,,MARK ZIMMERMAN,INDUSTRIAL TECH SERVICE,1261 TOWNSHIP RD 1106,ASHLAND,44805,Ashland OH,,$0 ,$0 ,$551 ,$0 ,$551 ,$0 ,$0 ,$551 ,$0 ,$0 ,$551 ,,,
AD0006034,BP0000353,C3,A1,A1,A1,1-Territory,,,HERITAGE CRYSTAL CLEAN,HERITAGE CRYSTAL CLEAN,6140 PURDUE DRIVE SUITE A,ATLANTA,30336,Fulton GA,,$0 ,"$18,976 ","$63,573 ",$0 ,"$63,573 ",$0 ,$0 ,"$63,573 ","$54,500 ","$77,070 ","$9,072 ",,,
AD0002647,BP0002552,C1,B1,B1,C1,7-Territory,,,BECK'S SUPERIOR HYBRIDS,BECK'S SUPERIOR HYBRIDS,6767 E 276th ST,ATLANTA,46031,Hamilton IN,,"$1,920,425 ","$43,452 ","$7,574 ","$5,166 ","$12,739 ","$57,168 ",$0 ,"$69,908 ","$93,542 ","$31,887 ","($23,634)",,,
AD0000823,BP0000728,P,D3,D3,D3,1-Territory,,,LAMAR COMPANIES,LAMAR COMPANIES,PO BOX 746966,ATLANTA,30374,Fulton GA,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$125 ,$0 ,,,
AD0007977,BP0004757,P,P,D3,P,7-Territory,,,PETERSON CORN GENETICS LLC,PETERSON CORN GENETICS LLC,28791 N LACY ROAD,ATLANTA,46031,Hamilton IN,,$0 ,"$28,623 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,
AD0000630,BP0000535,D3,D3,D3,D3,5-Territory,,,DESUTTER FARMS,DESUTTER FARMS,3938 N STATE RD 341,ATTICA,47918,Fountain IN,,$0 ,$0 ,$30 ,$0 ,$30 ,$0 ,$0 ,$30 ,$0 ,$3 ,$30 ,,,
AD0002166,BP0002071,D3,D3,D3,D3,3-Territory,,,MYERS STEEL FABRICATING,MYERS STEEL FABRICATING,1100 DIVISION ST,ATTICA,47918,Fountain IN,,$0 ,$0 ,$0 ,"$1,931 ","$1,931 ",$0 ,$0 ,"$1,931 ","$1,096 ",$369 ,$836 ,,,
AD0005367,BP0002632,D3,D3,P,D3,7-Territory,,,COUNTY MARKET,NIEMANN FOODS INC,109 W JACKSON ST,ATTICA,47918,Fountain IN,,$0 ,$0 ,$0 ,"$1,309 ","$1,309 ",$0 ,$0 ,"$1,309 ",$0 ,"$1,222 ","$1,309 ",,,
AD0007919,BP0004728,D3,D3,D3,P,5-Territory,,,LITTLE BEVERAGE CO INC,LITTLE BEVERAGE CO INC,1111 E MAIN STREET,ATTICA,47918,Fountain IN,,$0 ,$0 ,$0 ,"$6,144 ","$6,144 ",$0 ,$0 ,"$6,144 ",$926 ,$0 ,"$5,218 ",,,
AD0002221,BP0002126,P,P,D3,D3,3-Territory,,,HOME CITY ICE,HOME CITY ICE,200 MARKET ST,ATTICA,47918,Fountain IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,276 ",$656 ,"($3,276)",,,
AD0005974,BP0003733,P,P,D3,D2,5-Territory,,,HARRISON STEEL CASTING COMPANY,HARRISON STEEL CASTING COMPANY,PO BOX 60,ATTICA,47918,Fountain IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$478 ,$0 ,,,
AD0005975,BP0003733,P,P,D3,D2,5-Territory,,,HARRISON STEEL CASTING COMPANY,HARRISON STEEL CASTING COMPANY,200 W BOND STREET,ATTICA,47918,Fountain IN,,"$16,243 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$468 ,$930 ,($468),,,
AD0001681,BP0001586,D3,C1,C1,C1,5-Territory,,,PHOENIX CLOSURES INC,PHOENIX CLOSURES INC,975 MERIDIAN LAKE DRIVE,AURORA,60504,DuPage IL,,$0 ,$0 ,$0 ,$348 ,$348 ,$0 ,$0 ,$348 ,($882),"$1,562 ","$1,229 ",,,
AD0008119,BP0002385,D3,C3,C3,D3,4-Territory,,,TA SERVICES INC,TA SERVICES INC,500 US-31,AUSTIN,47102,Scott IN,,$0 ,$0 ,$0 ,$516 ,$516 ,$0 ,$0 ,$516 ,$0 ,$0 ,$516 ,,,
AD0008622,BP0002385,D3,C3,C3,D3,4-Territory,,,TA SERVICES INC,TA SERVICES INC,500 US 31,AUSTIN,47102,Scott IN,,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,814 ",$0 ,"$2,814 ",$0 ,$0 ,"$2,814 ",,,
AD0002453,BP0002358,A1,A1,A1,B1,6-Territory,,,HARLAN BAKERIES,HARLAN BAKERIES,7597 E U.S. HIGHWAY 36,AVON,46123,Hendricks IN,,"$302,956 ","$13,000 ",$201 ,"$161,240 ","$161,441 ","$240,289 ",$0 ,"$401,730 ","$214,636 ","$141,002 ","$187,094 ",,,
AD0004673,BP0002358,D3,A1,A1,B1,6-Territory,,,HARLAN BAKERIES,HARLAN BAKERIES,7597 E US HWY 36,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,"$8,240 ","$8,240 ",$0 ,$0 ,"$8,240 ","$1,179 ","$18,105 ","$7,061 ",,,
AD0001430,BP0001335,C3,C3,C3,C2,6-Territory,,,MENARDS #3136,MENARDS #3136,10555 E US HWY 36,AVON,46123,Hendricks IN,,"$6,140 ",$0 ,$0 ,"$17,457 ","$17,457 ",$0 ,$0 ,"$17,457 ","$25,621 ","$26,416 ","($8,164)",,,
AD0008290,BP0002304,D3,C3,A3,B3,2-Territory,,,RYDER,STORAGE SOLUTIONS INC,8838 E CR 100S,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$204 ,$204 ,$0 ,$0 ,$204 ,$0 ,$0 ,$204 ,,,
AD0008386,BP0002304,D3,C3,A3,B3,2-Territory,,,RYDER,STORAGE SOLUTIONS INC,8862 E COUNTY RD 100 S,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$678 ,$0 ,$678 ,$0 ,$0 ,$678 ,,,
AD0002924,BP0002829,C3,C3,C3,C2,3-Territory,,,LOWES #1135,LOWES #1135,7893 EAST US HWY #36,AVON,46123,Hendricks IN,,"$1,300 ",$0 ,$0 ,"$40,513 ","$40,513 ",$0 ,$0 ,"$40,513 ","$29,156 ","$24,145 ","$11,357 ",,,
AD0008400,BP0001156,D3,D1,C1,C1,6-Territory,,,VISTA BUILDING SERVICE,VISTA BUILDING SERVICE,8862 E COUNTY RD 100 S,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,177 ",$0 ,"$1,177 ",$0 ,$0 ,"$1,177 ",,,
AD0007996,BP0001156,P,D1,C1,C1,6-Territory,,,VISTA BUILDING SERVICE,VISTA BUILDING SERVICE,1322 N RONALD REAGAN PARKWAY,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$858 ,$0 ,($858),,,
AD0007465,BP0001690,D3,D1,D1,D1,7-Territory,,,CITY ELECTRIC SUPPLY,CITY ELECTRIC SUPPLY,8491 KINGSTON STREET,AVON,46123,Hendricks IN,,$0 ,"$11,556 ",$0 ,$412 ,$412 ,$0 ,$0 ,$412 ,"$1,054 ",$0 ,($642),,,
AD0002132,BP0002037,P,D3,P,D2,6-Territory,,,KAPPEL FARMS,KAPPEL FARMS,9597 E CR 100S,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($803),"$9,630 ",$803 ,,,
AD0002453,BP0002463,A1,D3,D2,D2,6-Territory,,,HARLAN BAKERIES,NEWJAC INDUSTRIAL LLC,7597 E U.S. HIGHWAY 36,AVON,46123,Hendricks IN,,"$302,956 ","$13,000 ",$201 ,"$161,240 ","$161,441 ","$240,289 ",$0 ,"$401,730 ","$214,636 ","$141,002 ","$187,094 ",,,
AD0002083,BP0001988,P,P,D3,D1,6-Territory,,,AVON COMMUNITY SCHOOL CO,AVON COMMUNITY SCHOOL CO,469 SOUTH AVON AVE,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$384 ,$0 ,,,
AD0005727,BP0001988,P,P,D3,D1,6-Territory,,,AVON HIGH SCHOOL,AVON COMMUNITY SCHOOL CO,7575 EAST 150 SOUTH,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,450 ",$98 ,"($1,450)",,,
AD0005728,BP0001988,P,P,D3,D1,6-Territory,,,AVON MAINTENANCE DEPT.,AVON COMMUNITY SCHOOL CO,469 AVON AVE,AVON,46168,Hendricks IN,,$0 ,"$11,750 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,459 ",$925 ,"($2,459)",,,
AD0006375,BP0003948,P,P,P,D3,6-Territory,,,INDY MOBILE AUTO & TRUCK REPAIR,INDY MOBILE AUTO & TRUCK REPAIR,9255 EAST US HWY 36,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$143 ,$0 ,,,
AD0008166,BP0004845,P,P,D3,P,1-Territory,,,C&C DISCOUNT LLC,C&C DISCOUNT LLC,137 PRODUCTION DRIVE,AVON,46222,Marion IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,766 ",$0 ,"($1,766)",,,
AD0008184,BP0004855,P,P,D3,P,6-Territory,,,VISTA PRODUCTS COMPANY,VISTA PRODUCTS COMPANY,8218 C.R.200N,AVON,46123,Hendricks IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$286 ,$0 ,($286),,,
AD0008276,BP0004892,P,P,P,P,6-Territory,,,RYDER ECCO,RYDER ECCO,8862 E COUNTY ROAD 100 S.,AVON,46123,Hendricks IN,,"$7,900 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,
AD0006748,BP0004153,P,P,P,D3,5-Territory,,,J&N FEED SUPPLY CO,J&N FEED SUPPLY CO,312 W MAIN STREET,BAINBRIDGE,46105,Putnam IN,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$56 ,$0 ,,,
AD0007090,BP0000353,D3,A1,A1,A1,1-Territory,,,HERITAGE CRYSTAL CLEAN,HERITAGE CRYSTAL CLEAN,1620 E BRUNDAGE LANE,BAKERSFIELD,93307,Kern CA,,$0 ,$0 ,"$7,904 ",$0 ,"$7,904 ",$0 ,$0 ,"$7,904 ","$7,505 ","$17,420 ",$399 ,,,
AD0005172,BP0000353,D3,A1,A1,A1,1-Territory,,,HERITAGE CRYSTAL CLEAN,HERITAGE CRYSTAL CLEAN,6305 E LOMBARD ST,BALTIMORE,21224,Baltimore MD,,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,703 ",$0 ,"$3,703 ",$0 ,$0 ,"$3,703 ",,,
