Ship to ID,Sold to ID,R12 Segment (Ship to ID),R12 Segment (Sold to ID),R13-24 Segment (Sold to ID),R25 - 36 Segment (Sold to ID),Sales Rep Name,Fleet Size,R12 Wallet Size (Aftermarket),Ship to Name,Sold to Name,Address,City,Zip Code,County State,HYG Preferred Brand,New Equip R36 Revenue,Used Equip R36 Revenue,Parts Revenue R12,Service Revenue R12 (Includes GM),Parts & Service Revenue R12,Rental Revenue R12,Allied Equipment Revenue R12,Revenue Rolling 12 Months - Aftermarket,Revenue Rolling 13 - 24 Months - Aftermarket,Revenue Rolling 25 - 36 Months - Aftermarket,Revevnue Rolling 25 -36 Months - AftermarketR12 Aftermarket Revenue Change,Dealer Branch,Industry Segment,Industry Description
AD0000001,BP0001985,A3,B1,B1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",SCOTT PET PRODUCTS,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002180,A3,B1,B1,B1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",PCA,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002195,A3,B1,B1,B1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LABCORP CENTRAL LABORATORY SERVICES,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004127,BP0002195,C1,B1,B1,B1,7-Territory,,,LABCORP CENTRAL LABORATORY SERVICES,LABCORP CENTRAL LABORATORY SERVICES,8211 SCICOR DR,INDIANAPOLIS,46214,Marion IN,,$38961,$0,$138,$13730,$13868,$56913,$0,$70781,$59444,$37389,$11337,,,
AD0000001,BP0002201,A3,B1,C1,C1,6-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.","ECOBAT RESOURCES INDIANA, LLC",5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004143,BP0002201,C2,B1,C1,C1,6-Territory,,,"ECOBAT RESOURCES INDIANA, LLC","ECOBAT RESOURCES INDIANA, LLC",7870 W MORRIS ST,INDIANAPOLIS,46231,Marion IN,,$224725,$0,$55674,$13685,$69359,$0,$0,$69359,$45609,$51934,$23750,,,
AD0004144,BP0002201,C3,B1,C1,C1,6-Territory,,,"ECOBAT RESOURCES INDIANA, LLC","ECOBAT RESOURCES INDIANA, LLC",4430 SAM JONES EXPRESSWAY,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$6499,$6499,$12300,$0,$18799,$13222,$9686,$5577,,,
AD0000001,BP0002223,A3,B1,C1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",COPELAND LP,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0002425,BP0002330,B1,B1,C1,D1,1-Territory,,,AIRWORX ACQUISITION LLC,AIRWORX ACQUISITION LLC,2075 S. BELMONT AVE,INDIANAPOLIS,46221,Marion IN,,$1800,$7500,$467,$0,$467,$101242,$0,$101710,$27823,$2036,$73886,,,
AD0007188,BP0002330,B3,B1,C1,D1,1-Territory,,,WELCH  PACKAGING GROUP,AIRWORX ACQUISITION LLC,4200 INDUSTRIAL BOULEVARD,INDIANAPOLIS,46254,Marion IN,,$0,$0,$0,$5584,$5584,$106118,$0,$111702,$78449,$4600,$33253,,,
AD0008000,BP0002330,C3,B1,C1,D1,1-Territory,,,RYDER PEPSICO,AIRWORX ACQUISITION LLC,9101 ORLY ROAD,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$32444,$32444,$4968,$0,$37412,$37355,$0,$57,,,
AD0008318,BP0002330,D3,B1,C1,D1,1-Territory,,,PRAXAIR,AIRWORX ACQUISITION LLC,1500 POLCO ST,INDIANAPOLIS,46222,Marion IN,,$0,$0,$0,$0,$0,$1223,$0,$1223,$0,$0,$1223,,,
AD0008355,BP0002330,D3,B1,C1,D1,1-Territory,,,EATON,AIRWORX ACQUISITION LLC,7365 WINTON DR,INDIANAPOLIS,46268,Marion IN,,$0,$0,$0,$0,$0,$434,$0,$434,$0,$0,$434,,,
AD0008503,BP0002330,D3,B1,C1,D1,1-Territory,,,VON DUPRIN,AIRWORX ACQUISITION LLC,8506 E. 30TH ST.,INDIANAPOLIS,46219,Marion IN,,$0,$0,$0,$0,$0,$548,$0,$548,$0,$0,$548,,,
AD0000001,BP0002780,A3,B1,B1,B1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",FALCON DIVERSIFIED INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0005595,BP0002780,C3,B1,B1,B1,7-Territory,,,FALCON DIVERSIFIED INC,FALCON DIVERSIFIED INC,4430 SAM JONES EXPRESSWAY,INDIANAPOLIS,46241,Marion IN,,$0,$24359,$0,$13859,$13859,$0,$0,$13859,$12600,$27936,$1259,,,
AD0005604,BP0002780,C3,B1,B1,B1,7-Territory,,,FALCON DIVERSIFIED INC,FALCON DIVERSIFIED INC,4430 STOUT FIELD N DR,INDIANAPOLIS,46241,Marion IN,,$73000,$0,$0,$3148,$3148,$8096,$0,$11244,$13400,$13477,($2157),,,
AD0008722,BP0002780,D3,B1,B1,B1,7-Territory,,,FALCON DIVERSIFIED INC,FALCON DIVERSIFIED INC,4310 STOUT FIELD NORTH DRIVE,INDIANAPOLIS,46241,Marion IN,,$39942,$0,$0,$155,$155,$0,$0,$155,$0,$0,$155,,,
AD0000001,BP0004493,A3,B1,C1,P,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",STERIS CORPORATION,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0007414,BP0004493,B1,B1,C1,P,7-Territory,,,STERIS CORPORATION,STERIS CORPORATION,6015 W 79TH STREET,INDIANAPOLIS,46278,Marion IN,,$423621,$0,$1813,$16434,$18247,$110793,$0,$129040,$28730,$0,$100311,,,
AD0000001,BP0004594,A3,B1,C1,P,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",SCHWARZ PARTNERS,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002211,A3,B2,B1,C1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",THE BRULIN CORPORATION,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004175,BP0002211,C2,B2,B1,C1,2-Territory,,,THE BRULIN CORPORATION,THE BRULIN CORPORATION,2920 DR. ANDREW J BROWN,INDIANAPOLIS,46206,Marion IN,,$346823,$0,$0,$9349,$9349,$63491,$0,$72839,$70050,$59182,$2790,,,
AD0004174,BP0002211,C3,B2,B1,C1,2-Territory,,,THE BRULIN CORPORATION,THE BRULIN CORPORATION,2939 COLUMBIA AVE,INDIANAPOLIS,46205,Marion IN,,$0,$0,$0,$240,$240,$12682,$0,$12922,$10535,$598,$2387,,,
AD0002306,BP0002211,D3,B2,B1,C1,2-Territory,,,THE BRULIN CORPORATION,THE BRULIN CORPORATION,PO BOX 270,INDIANAPOLIS,46206,Marion IN,,$0,$0,$0,$227,$227,$0,$0,$227,$0,$0,$227,,,
AD0000001,BP0002288,A3,B2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",OWENS ILLINOIS MAINT PRO,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002381,A3,B2,B1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",RYDER - ALLISON TRANSMISSION,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0002476,BP0002381,B2,B2,B1,C1,7-Territory,,,RYDER - ALLISON TRANSMISSION,RYDER - ALLISON TRANSMISSION,7290 WINTON DR,INDIANAPOLIS,46268,Marion IN,,$8000,$8480,$0,$11849,$11849,$152029,$0,$163878,$117774,$17794,$46105,,,
AD0000001,BP0002476,A3,B2,B1,B1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",BOAR'S HEAD PROVISIONS CO,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002619,A3,B2,B1,B1,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",ABM ONSITE SERVICES,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0005340,BP0002619,C2,B2,B1,B1,1-Territory,,,ABM ONSITE SERVICES,ABM ONSITE SERVICES,ONE ALLISON WAY,INDIANAPOLIS,46241,Marion IN,,$0,$0,$107,$17333,$17440,$25525,$0,$42965,$51093,$59521,($8128),,,
AD0002714,BP0002619,D3,B2,B1,B1,1-Territory,,,ABM ONSITE SERVICES,ABM ONSITE SERVICES,5725 WEST MINNESOTA ST,INDIANAPOLIS,46241,Marion IN,,$14628,$0,$877,$2700,$3577,$0,$0,$3577,$0,$53,$3577,,,
AD0004003,BP0002619,D3,B2,B1,B1,1-Territory,,,ALLISON TRANSMISSION,ABM ONSITE SERVICES,5902 DECATUR BLVD,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$163,$163,$0,$0,$163,$1777,$0,($1614),,,
AD0008669,BP0002619,D3,B2,B1,B1,1-Territory,,,ABM ONSITE SERVICES,ABM ONSITE SERVICES,4368 COSSEL RD,INDIANAPOLIS,46222,Marion IN,,$0,$0,$0,$817,$817,$0,$0,$817,$0,$0,$817,,,
AD0000001,BP0002720,A3,B2,B1,A1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",JUPITER ALUMINUM CORP,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002845,A3,B2,C2,C2,5-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",PERMABASE BUILDING PRODUCTS LLC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0004247,A3,B2,C2,C2,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",GT INDUSTRIES INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0000396,A3,B3,B2,C1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",UNIVERSITY LOFT COMPANY,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002246,A3,B3,A1,A1,2-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",ARROW CONTAINER CO,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004277,BP0002246,B3,B3,A1,A1,2-Territory,,,ARROW CONTAINER CO,ARROW CONTAINER CO,2900 N SHADELAND,INDIANAPOLIS,46219,Marion IN,,$82130,$0,$0,$52014,$52014,$34757,$0,$86771,$101508,$167350,($14737),,,
AD0002341,BP0002246,C3,B3,A1,A1,2-Territory,,,ARROW CONTAINER CO,ARROW CONTAINER CO,5343 COMMERCE SQUARE DR,INDIANAPOLIS,46237,Marion IN,,$0,$10600,$0,$1800,$1800,$17515,$0,$19315,$42975,$131802,($23660),,,
AD0006831,BP0002246,C3,B3,A1,A1,2-Territory,,,ARROW CONTAINER CO,ARROW CONTAINER CO,6550 E 30TH STREET,INDIANAPOLIS,46219,Marion IN,,$287975,$0,$0,$24295,$24295,$25013,$0,$49308,$87401,$65390,($38093),,,
AD0000001,BP0002367,A3,B3,B2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",SNYDERS LANCE INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004721,BP0002367,D3,B3,B2,C2,7-Territory,,,SNYDERS LANCE INC,SNYDERS LANCE INC,9040 ORLY RD,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$521,$521,$0,$0,$521,$2398,$0,($1877),,,
AD0000001,BP0002500,A3,B3,B2,B2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",US LUMBER,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0006911,BP0002500,C3,B3,B2,B2,7-Territory,,,US LUMBER,US LUMBER,6002 SUNNYSIDE RD,INDIANAPOLIS,46236,Marion IN,,$0,$0,$0,$26331,$26331,$39376,$0,$65707,$118145,$50512,($52438),,,
AD0005064,BP0002500,P,B3,B2,B2,7-Territory,,,US LUMBER,US LUMBER,980 S KITLEY AVE,INDIANAPOLIS,46129,Hancock IN,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$27049,$0,,,
AD0005065,BP0002500,P,B3,B2,B2,7-Territory,,,US LUMBER,US LUMBER,333 S FRANKLIN RD,INDIANAPOLIS,46219,Marion IN,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$24611,$0,,,
AD0000001,BP0002711,A3,B3,B2,D2,6-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",ADELTA LOGIS INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0002806,BP0002711,B3,B3,B2,D2,6-Territory,,,ADELTA LOGIS INC,ADELTA LOGIS INC,3747 PLAINFIELD RD,INDIANAPOLIS,46231,Marion IN,,$18755,$0,$0,$2811,$2811,$185687,$0,$188498,$168047,$3478,$20451,,,
AD0000001,BP0002775,A3,B3,B2,B1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",CERROWIRE,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002777,A3,B3,B1,B1,4-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",PCA SOUTHERN,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0005584,BP0002777,D3,B3,B1,B1,4-Territory,,,PCA SOUTHERN,PCA SOUTHERN,3830 HANNA CIRCLE,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$4750,$4750,$0,$0,$4750,$9801,$14191,($5050),,,
AD0006870,BP0004217,B3,B3,C3,C2,7-Territory,,,AEROSAFE GLOBAL,AMERICAN AEROGEL CORPORATION,5325 SEERLEY RD,INDIANAPOLIS,46241,Marion IN,,$0,$0,$0,$2331,$2331,$77960,$0,$80292,$26234,$18618,$54058,,,
AD0000001,BP0004392,A3,B3,C3,D3,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",WELCH  PACKAGING GROUP,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0007188,BP0004392,B3,B3,C3,D3,7-Territory,,,WELCH  PACKAGING GROUP,WELCH  PACKAGING GROUP,4200 INDUSTRIAL BOULEVARD,INDIANAPOLIS,46254,Marion IN,,$0,$0,$0,$5584,$5584,$106118,$0,$111702,$78449,$4600,$33253,,,
AD0000001,BP0000102,A3,C1,C1,C1,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",UNION BROKER LIMITED,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004158,BP0000102,C1,C1,C1,C1,1-Territory,,,UNION BROKER LIMITED,UNION BROKER LIMITED,65 S FOREST AVE,INDIANAPOLIS,46201,Marion IN,,$13964,$0,$103,$4752,$4855,$10718,$0,$15573,$31550,$3916,($15977),,,
AD0000197,BP0000102,D3,C1,C1,C1,1-Territory,,,UNION BROKER LIMITED,UNION BROKER LIMITED,PO BOX 11260,INDIANAPOLIS,46201,Marion IN,,$0,$0,$110,$0,$110,$0,$0,$110,($118),$8089,$228,,,
AD0007924,BP0000652,P,C1,C1,D1,4-Territory,,,"KLOSTERMAN BAKERY, INC","KLOSTERMAN BAKERY, INC",5867 CHURCHMAN AVE,INDIANAPOLIS,46203,Marion IN,,$0,$0,$0,$0,$0,$0,$0,$0,$4815,$0,($4815),,,
AD0000001,BP0001096,A3,C1,C1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",WAREHOUSE ASSOCIATES INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0005102,BP0001096,C1,C1,C1,C1,7-Territory,,,WAREHOUSE ASSOCIATES INC,WAREHOUSE ASSOCIATES INC,3036 MADAN PARK DR,INDIANAPOLIS,46241,Marion IN,,$126067,$24299,$26,$14133,$14158,($450),$0,$13708,$13318,$43507,$391,,,
AD0000001,BP0001572,A3,C1,C1,C1,4-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",TOUCHPOINT PACKAGING,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0001586,A3,C1,C1,C1,5-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",PHOENIX CLOSURES INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002175,A3,C1,D1,D1,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",CAPITOL IMPROVEMENT BOARD,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004013,BP0002175,C2,C1,D1,D1,1-Territory,,,INDPLS CONVENTION CENTER,CAPITOL IMPROVEMENT BOARD,100 S CAPITOL AVE,INDIANAPOLIS,46225,Marion IN,,$5850,$0,$834,$0,$834,$36626,$0,$37460,$181663,$123512,($144203),,,
AD0004014,BP0002175,C3,C1,D1,D1,1-Territory,,,LUCAS OIL STADIUM,CAPITOL IMPROVEMENT BOARD,500 S CAPITOL AVE,INDIANAPOLIS,46225,Marion IN,,$0,$0,$1692,$0,$1692,$8860,$0,$10552,$0,$5023,$10552,,,
AD0002270,BP0002175,D3,C1,D1,D1,1-Territory,,,CAPITOL IMPROVEMENT BOARD,CAPITOL IMPROVEMENT BOARD,100 S CAPITOL AVE,INDIANAPOLIS,46225,Marion IN,,$0,$0,$2677,$1541,$4217,$0,$0,$4217,$1618,$6903,$2600,,,
AD0000001,BP0002261,A3,C1,C1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",MH EQUIPMENT,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004310,BP0002261,C3,C1,C1,C1,7-Territory,,,MH EQUIPMENT,MH EQUIPMENT,5859 W RAYMOND ST,INDIANAPOLIS,46241,Marion IN,,$0,$0,$10012,$0,$10012,$22397,$0,$32409,$14714,$8825,$17696,,,
AD0008267,BP0002261,D3,C1,C1,C1,7-Territory,,,REXEL/GEXPRO,MH EQUIPMENT,7555 WOODLAND DRIVE,INDIANAPOLIS,46278,Marion IN,,$0,$0,$0,$648,$648,$0,$0,$648,$0,$0,$648,,,
AD0008689,BP0002261,D3,C1,C1,C1,7-Territory,,,CEP CONCRETE CONSTRUCTION,MH EQUIPMENT,701 S GIRLS SCHOOL ROAD,INDIANAPOLIS,46231,Marion IN,,$0,$0,$0,$560,$560,$0,$0,$560,$0,$0,$560,,,
AD0008253,BP0002261,P,C1,C1,C1,7-Territory,,,INDUSTRIAL ACCESS CONTROLS LLC,MH EQUIPMENT,7555 WOODLAND DRIVE,INDIANAPOLIS,46278,Marion IN,,$0,$0,$0,$0,$0,$0,$0,$0,$244,$0,($244),,,
AD0000001,BP0002303,A3,C1,C1,C1,5-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",BERRY PLASTICS,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0002417,A3,C1,C1,C1,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",DR PEPPER SNAPPLE GROUP,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004804,BP0002417,C1,C1,C1,C1,7-Territory,,,SPLASH TRANSPORT/DR PEPPER,DR PEPPER SNAPPLE GROUP,8150 GEORGETOWN RD,INDIANAPOLIS,46268,Marion IN,,$10574,$0,$23529,$949,$24478,$14178,$0,$38655,$17309,$37625,$21346,,,
AD0006857,BP0002528,P,C1,C1,C1,2-Territory,,,BROWNING CHAPMAN LLC/PARKING GARAGE,BROWNING CHAPMAN LLC,540 N SENATE AVENUE,INDIANAPOLIS,46204,Marion IN,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$7510,$0,,,
AD0000001,BP0002787,A3,C1,C1,C1,3-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LOWES #1516,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0004082,A3,C1,D1,C1,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",COVANTA ENVIRONMENTAL SOLUTIONS,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0006602,BP0004082,C1,C1,D1,C1,1-Territory,,,COVANTA ENVIRONMENTAL SOLUTIONS,COVANTA ENVIRONMENTAL SOLUTIONS,2515 S HOLT ROAD,INDIANAPOLIS,46241,Marion IN,,$125050,$45748,$6918,$30153,$37070,$9199,$0,$46270,$3592,$12629,$42677,,,
AD0000001,BP0004748,A3,C1,C1,P,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",DORMAKABA USA INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0007960,BP0004748,C1,C1,C1,P,1-Territory,,,DORMAKABA USA INC,DORMAKABA USA INC,6161 E 75TH STREET,INDIANAPOLIS,46250,Marion IN,,$6286,$0,$3098,$5218,$8316,$29318,$0,$37634,$10861,$0,$26774,,,
AD0000001,BP0000067,A3,C2,D1,C1,1-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",BARRY COMPANY INC,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004129,BP0000067,D3,C2,D1,C1,1-Territory,,,BARRY COMPANY INC,BARRY COMPANY INC,1145 E MARYLAND,INDIANAPOLIS,46206,Marion IN,,$0,$26215,$0,$3884,$3884,$3210,$0,$7094,$2937,$11599,$4157,,,
AD0000162,BP0000067,P,C2,D1,C1,1-Territory,,,BARRY COMPANY INC,BARRY COMPANY INC,PO BOX 2045,INDIANAPOLIS,46206,Marion IN,,$0,$0,$0,($473),($473),$0,$0,($473),$0,$0,($473),,,
AD0000001,BP0000228,A3,C2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LOWES FLEET #1031,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0000239,A3,C2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LOWES #272,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000334,BP0000239,C2,C2,C2,C2,7-Territory,,,LOWES #272,LOWES #272,8801 E 25TH ST,INDIANAPOLIS,46219,Marion IN,,$300,$0,$0,$42931,$42931,$4823,$0,$47755,$28755,$20823,$18999,,,
AD0000001,BP0000264,A3,C2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",SUNBELT RENTALS,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0004357,BP0000264,D2,C2,C2,C2,7-Territory,,,SUNBELT RENTALS PC312,SUNBELT RENTALS,4949 S HARDING ST,INDIANAPOLIS,46217,Marion IN,,$2400,$0,$5591,$1155,$6746,$0,$0,$6746,$8030,$7260,($1283),,,
AD0008021,BP0000264,D3,C2,C2,C2,7-Territory,,,SUNBELT RENTALS,SUNBELT RENTALS,3956 CULLIGAN AVENUE,INDIANAPOLIS,46218,Marion IN,,$1250,$0,$0,$1220,$1220,$0,$0,$1220,$0,$0,$1220,,,
AD0000001,BP0000281,A3,C2,C2,C2,4-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",HOVAIR,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000001,BP0000393,A3,C2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LOWES #635,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
AD0000488,BP0000393,C2,C2,C2,C2,7-Territory,,,LOWES #635,LOWES #635,6002 N RURAL ST,INDIANAPOLIS,46220,Marion IN,,$1650,$0,$0,$46277,$46277,$8787,$0,$55064,$40766,$47383,$14298,,,
AD0000001,BP0000448,A3,C2,C2,C2,7-Territory,,,"TYNAN EQUIPMENT COMPANY, INC.",LOWES #2319,5926 STOCKBERGER PL,INDIANAPOLIS,46241,Marion IN,,$0,$0,$2542,$1477246,$1479788,$0,$0,$1479788,$974889,$633308,$504898,,,
