Account Name,City,Address,County State,Zip Code,Min of Latitude,Min of Longitude
AZZ GALVANIZING MUNCIE,MUNCIE,2415 S WALNUT ST,Delaware IN,47302,40.17312871,-85.38638214
B & B BOX & DRUM,INDIANAPOLIS,1527 W MILLER,Marion IN,46221,39.7457331,-86.1879808
B & L ENGINEERING,CRAWFORDSVILLE,319 GLENN ST,Montgomery IN,47933,40.03900654,-86.92159523
B & L ENGINEERING,CRAWFORDSVILLE,P O  BOX 608,Montgomery IN,47933,,
B & L SHEET METAL,BLOOMINGTON,1301 N MONROE ST,Monroe IN,47404,39.1778832,-86.54779875
B & L SHEET METAL,INDIANAPOLIS,333 S FRANKLIN ROAD,Marion IN,46219,39.76740475,-86.0241838
B H ELECTRIC & SUPPLY,SEYMOUR,PO BOX 1005,Jackson IN,47274,,
B MEDICAL SYSTEMS NORTH AMERICA LLC,NOBLESVILLE,14560 BERGEN BLVD,Hamilton IN,46060,40.00096958,-85.92673744
B&B GROUP,NOBLESVILLE,14470 BERGEN BLVD,Hamilton IN,46062,39.99977963,-85.92673137
B&B GROUP,NOBLESVILLE,20100 Olio Rd,Hamilton IN,46060,40.080703,-85.920044
B&B HYDRAULIC TRUCK,GREENWOOD,177 NOACK RD,Johnson IN,46143,39.605112,-85.980485
B&K HYDRAULICS,INDIANAPOLIS,229 S MUESSING STREET,Marion IN,46229,39.77415785,-85.95603331
B2S LIFE SCIENCES LLC,FRANKLIN,97 E MONROE STREET,Johnson IN,46131,39.47954138,-86.05405956
BAKER LIVESTOCK SERVICE,LAFAYETTE,7825 N 1000 EAST,Tippecanoe IN,47905,,
BALL SYSTEMS INC,WESTFIELD,16469 SOUTHPARK DRIVE,Hamilton IN,46074,40.02742164,-86.14558751
BANE-WELKER EQUIPMENT,TERRE HAUTE,300 W MARGARET DRIVE,Vigo IN,47802,39.433405,-87.422015
BANJO INDUSTRIES,CRAWFORDSVILLE,150 BANJO DR,Montgomery IN,47933,40.048,-86.844284
BANJO INDUSTRIES,CRAWFORDSVILLE,510 SHERIDAN ST.,Montgomery IN,47933,40.036469,-86.891289
BANKERS LIQUIDATORS,CHAMBLEE,5388 NEW PEACHTREE RD,DeKalb GA,30341,33.89112447,-84.30005841
BANKERS LIQUIDATORS,INDIANAPOLIS,4030 PARK 65 DR,Marion IN,46254,39.82921646,-86.23146284
BANNER GRAPHIC,GREENCASTLE,100 N JACKSON ST,Putnam IN,46135,39.644884,-86.865563
BARGAIN WHOLESALE APPLICANCES,INDIANAPOLIS,9513 E WASHINGTON STREET,Marion IN,46229,39.77441301,-85.99818674
BARKEMA SEEDS,KLEMME,1835 HWY 69,Hancock IA,50449,,
BARRY COMPANY,BLOOMINGTON,2037 YOST AVE,Monroe IN,47403,39.14936948,-86.58062651
BARRY COMPANY INC,COLUMBUS,101 NORTH NATIONAL ROAD,Bartholomew IN,47201,39.2003762,-85.8615863
BARRY COMPANY INC,FISHERS,13317 BRITTON PARK RD,Hamilton IN,46038,39.981476,-86.005707
BARRY COMPANY INC,INDIANAPOLIS,1145 E MARYLAND,Marion IN,46206,39.764485,-86.138864
BARRY COMPANY INC,INDIANAPOLIS,PO BOX 2045,Marion IN,46206,,
BARTHOLOMEW COUNTY HIGHWAY DEPT,COLUMBUS,10150 E 25TH STREET,Bartholomew IN,47201,,
BARTHOLOMEW COUNTY HIGHWAY DEPT,COLUMBUS,2452 STATE STREET,Bartholomew IN,47201,39.194446,-85.89622
BASEMENT SYSTEMS,INDIANAPOLIS,320 TRANSFER DR,Marion IN,46214,39.7698818,-86.2990866
BASSETT,LEBANON,906 S State Rd 39,Boone IN,46052,40.025118,-86.477158
BASTIAN AUTOMATION AND EN,GREENFIELD,315 W NEW ROAD,Hancock IN,46140,39.81390298,-85.77259921
BASTIAN SOLUTIONS,INDIANAPOLIS,10585 N MERIDIAN ST,Hamilton IN,46290,39.940519,-86.1561435
BATTERSBY-DANIELSON & ASSOCIATES,FISHERS,8100 E 106ST,Hamilton IN,46038,39.941208,-86.026345
BATTERY BUILDERS,NAPERVILLE,PO BOX 5005,DuPage IL,60567,,
BAUER HOCKEY,PLAINFIELD,2856 RONALD REAGAN PARKWAY,Hendricks IN,46168,39.722719,-86.338961
BBC PUMP AND EQUIPMENT,INDIANAPOLIS,777 N TIBBS AVENUE,Marion IN,46222,39.7775164,-86.21560993
BC HEAVY TRUCK & ELECTRIC INC,TERRE HAUTE,948 E. MARGARET AVE,Vigo IN,47802,39.433681,-87.40307376
BCS,INDIANAPOLIS,5045 W 79TH STREET,Marion IN,46268,39.8956249,-86.2466674
BCS RECYCLING SPECIALIST,CANOGARK,8735 REMMET AVENUE,Los Angeles CA,91304,34.2292,-118.60036
BCS RECYCLING SPECIALIST,INDIANAPOLIS,7951 ZIONSVILLE RD,Marion IN,46268,39.8980706,-86.2581081
BCS RECYCLING SPECIALIST,WHITESTOWN,5292 PERFORMANCE WAY,Boone IN,46075,39.966653,-86.385629
BDI,WESTFIELD,17406 TILLER COURT,Hamilton IN,46074,40.03943641,-86.15345048
BEARD MANAGEMENT CORP,FRANKFORT,4253 E COUNTY RD 800 N,Clinton IN,46041,,
BEARING RECLAIM SERVICES,FORTVILLE,427 E MILL STREET,Hancock IN,46040,39.93459183,-85.84591332
BEATY CONSTRUCTION INC,BOGGSTOWN,5292 W 100TH N,Shelby IN,46110,,
BEC ENTERPRISES LLC,INDIANAPOLIS,5719 KOPETSKY DRIVE,Marion IN,46217,39.68320675,-86.19221703
BECKS HYBRID,NEOGA,296 CR 550N,Cumberland IL,62447,39.24955,-88.416208
BECKS HYBRIDS,OLIVIA,1005 W ELM AVE,Renville MN,56277,,
BECKS HYBRIDS,PARIS,12490 E 950TH ROAD,Edgar IL,61944,39.6099725,-87.7354392
BECK'S HYBRIDS,COLFAX,11250 FEDERAL AVE,Jasper IA,50054,41.6908047,-93.2548425
BECK'S HYBRIDS,EL PASO,90 N FAYETTE ST,Woodford IL,61738,40.739016,-89.025313
BECK'S HYBRIDS,PONTIAC,14087 N 1800E RD,Livingston IL,61764,,
BECK'S HYBRIDS-HARGERS,NOBLESVILLE,3744 E CONNOR STREET,Hamilton IN,46060,,
BECK'S SUPERIOR HYBRID,HENDERSON,5741 AIRLINE RD,Henderson KY,42420,37.813397,-87.556778
BECK'S SUPERIOR HYBRIDS,ATLANTA,6767 E 276th ST,Hamilton IN,46031,40.189542,-86.049527
BECK'S SUPERIOR HYBRIDS,COON RAPIDS,1001 DOGWOOD AVENUE,Carroll IA,50058,41.85073489,-94.67654394
BECK'S SUPERIOR HYBRIDS,NOBLESVILLE,3566 E CONNER STREET,Hamilton IN,46060,40.04553496,-85.9889802
BECK'S SUPERIOR HYBRIDS,SEWARD,934 364TH,Seward NE,68434,40.82497529,-97.21604706
BEDFORD FEED & SEED INC,BEDFORD,917 17TH STREET,Lawrence IN,47421,38.8599168,-86.48306914
BEERING ENTERPRISES INC,CARMEL,1852 LIMEHOUSE STREET,Hamilton IN,46032,39.97191487,-86.19013865
BELFOR S K GEN CONTRAC,INDIANAPOLIS,6205 MORENCI TRAIL,Marion IN,46268,39.8679767,-86.23679969
BELKIN COMPONENTS,PLAINFIELD,558 AIRTECH PARKWAY,Hendricks IN,46168,39.70608187,-86.34553567
BELT POWER LLC,MARION,255 SOUTH 600 EAST,Grant IN,46953,40.55014601,-85.55977904
BELT POWER LLC,NASHVILLE,PO BOX 306103,Davidson TN,37230,,
"BEN TIRE DISTRIBUTORS, LTD",BLOOMINGTON,4841 W OLD VERNAL PIKE,Monroe IN,47404,39.185703,-86.595121
BENCHMARK INC,TERRE HAUTE,4149 4TH PARKWAY,Vigo IN,47804,39.49899769,-87.3567721
BERRY PLASTICS,BLOOMINGTON,4100 PROFILE PKWY,Monroe IN,47404,39.17198632,-86.58823297
BERRY PLASTICS,FRANKLIN,1900 COMMERCE PKWY,Johnson IN,46131,39.49830826,-86.05088062
BEST ONE OF INDY,INDIANAPOLIS,9302 E 30TH ST,Marion IN,46229,39.81151188,-86.00467904
BEST ONE OF INDY,LAFAYETTE,3326 SOUTH COUNTY RD 460 EAST,Tippecanoe IN,47905,40.367701,-86.818017
BEST ONE OF KOKOMO,KOKOMO,1718 E HAVENS STREET,Howard IN,46901,40.4959361,-86.10880645
BEST WELD,ANDERSON,1315 W 18TH STREET,Madison IN,46016,40.09804763,-85.69548979
BG HOADLEY QUARRIES INC,BLOOMINGTON,3211 W ARLINGTON ROAD,Monroe IN,47404,39.19548968,-86.55628003
BG SUPPLY,LINTON,575 NORTH 1000W,Greene IN,47441,,
BG SUPPLY,LINTON,613 N 1000W,Greene IN,47441,,
BICC GENERAL CABLE MARIO,MARION,440 EAST 8TH ST,Grant IN,46953,40.55412618,-85.65586857
BIER BREWERY,INDIANAPOLIS,5133 E 65TH ST,Marion IN,46220,39.8755189,-86.0828541
"BIG BEN BUILDERS, INC",LAFAYETTE,231 CHESTNUT STREET,Tippecanoe IN,47905,40.4120906,-86.8955376
"BIG CREEK, LLC",GOSPORT,8636 W MT CARMEL ROAD,Owen IN,47433,39.2962251,-86.66094333
BIG RED LIQUORS,BLOOMINGTON,418 N COLLEGE AVE,Monroe IN,47404,39.16974969,-86.53474445
BIG WOODS RESTAURANT,SPEEDWAY,1002 N Main St,Marion IN,46224,,
BIGRENTZ,BROWNSBURG,1551 N GREEN ST,Hendricks IN,46112,39.866694,-86.389891
BIGRENTZ,CRAWFORDSVILLE,801 N ENGLEWOOD DR,Montgomery IN,47933,40.049858,-86.876028
BIGRENTZ,IRVINE,1063 MCGAW AVENUE,Orange CA,92614,33.7019965,-117.8571901
BIGRENTZ,MOORESVILLE,2633 WESTPOINT BLVD,Morgan IN,46158,,
BIGRENTZ,SPEEDWAY,6129 CRAWFORDSVILLE RD,Marion IN,46224,39.7985719,-86.26797842
BILL TERRELL,FLATROCK,1100 E 900S,Shelby IN,47234,,
BIO-RESPONSE SOLUTIONS,DANVILLE,200 COLIN COURT,Hendricks IN,46122,39.759581,-86.474111
BIOTOWN AG,REYNOLDS,402 W 100 N,White IN,47980,40.76553208,-86.87926324
BISHOP-TAYLOR ENTERPRISES,INDIANAPOLIS,3000 S SHELBY STREET,Marion IN,46227,39.721189,-86.141054
"BIT CAPITAL GROUP, LLC",INDIANAPOLIS,6235 MORENCI TRAIL,Marion IN,46268,39.8689801,-86.2374335
BLACK EQUIPMENT,EVANSVILLE,1187 BURCH DR,Vanderburgh IN,47725,,
BLACK EQUIPMENT,EVANSVILLE,1187 BURCH DRIVE,Vanderburgh IN,47725,,
BLACK EQUIPMENT,LEXINGTON,2400 OVER DRIVE,Fayette KY,40511,38.075279,-84.545448
BLACK EQUIPMENT,LOUISVILLE,4092 MCCOLLUM CT,Jefferson KY,40218,,
BLACK GOLD FARMS,ARBYRD,10701 MO-164,Dunklin MO,63821,,
BLACK GOLD FARMS,YORKTOWN,2801 SOUTH MARSH AVE,,47395,40.166994,-85.501349
BLAIREX LABORATORIES,COLUMBUS,1600 BRIAN DRIVE,Bartholomew IN,47201,39.22712,-85.935479
BLAKELEYS CO,INDIANAPOLIS,412 N TREMONT ST,Marion IN,46222,39.77393175,-86.20301704
BLICHMANN ENGINEERING,LAFAYETTE,1600 CANAL DR,Tippecanoe IN,47904,40.433349,-86.888537
BLICHMANN ENGINEERING,LAFAYETTE,581 N 36TH STREET,Tippecanoe IN,47905,40.4231453,-86.85082002
BLUE FOX HEATING & C,WEST LAFAYETTE,1511 W 350N,Tippecanoe IN,47906,,
BLUE GIANT HOLDING CORPORATION,MISSISSAUGA,410 ADMIRAL BOULEVARD,,L5T2N,,
BLUE MARBLE COCKTAILS,INDIANAPOLIS,7520 GEORGETOWN RD,Marion IN,46268,39.88863455,-86.24428118
BLUE RHINO WALTON,WALTON,510 N MAIN ST,Cass IN,46994,40.665375,-86.245347
BLUE RIVER RESEARCH SVC,CARTHAGE,9407 W 750 NORTH,Rush IN,46115,,
BLUE TRITON BRANDS INC,GREENWOOD,650 COMMERCE PKWY E DR,Johnson IN,46143,39.611054,-86.060039
BLUE TRITON BRANDS INC,GREENWOOD,900 COMMERCE PKWY WEST,Johnson IN,46143,39.604748,-86.065544
BLUE TRITON BRANDS INC,GREENWOOD,900 COMMERCE WAY,Johnson IN,46143,,
BLUEBIRD FENCE,SHERIDAN,3934 WEST SR 47,Hamilton IN,46069,40.130072,-86.230636
BLUPRINT,INDIANAPOLIS,5454 DECATUR BLVD,Marion IN,46241,39.68521585,-86.29353772
BOAR'S HEAD PROVISIONS CO,NEW CASTLE,125 EAST CR 400S,Henry IN,47362,,
BOAR'S HEAD PROVISIONS CO,NEW CASTLE,3995 BROOKS DRIVE,Henry IN,47362,39.874169,-85.381619
BOB POYNTER CHRYSLER,COLUMBUS,3020 N NATIONAL RD,Bartholomew IN,47201,39.227598,-85.899163
BOB ROHRMAN SUBARU,LAFAYETTE,1600 S CREASY LANE,Tippecanoe IN,47905,40.395361,-86.838508
BOB ROHRMAN SUBARU,LAFAYETTE,3900 SOUTH STREET,Tippecanoe IN,47905,40.41883445,-86.83262983
BOB TIPLICK INC,FISHERS,9820 KINCAID DR,Hamilton IN,46037,39.9331211,-86.0224166
BOBCAT OF LAFAYETTE,LAFAYETTE,2616 S BECK LANE,Tippecanoe IN,47909,40.38826014,-86.86707923
BODYCOTE USA INC,DALLAS,12700 PARK CENTRAL DR,Dallas TX,75251,32.9216422,-96.77574115
BODYCOTE USA INC,GREENSBURG,1930 N MONTGOMERY RD,Decatur IN,47240,39.356206,-85.464128
BOHL EQUIPMENT,FORT WAYNE,1930 LAKEVIEW DR,Allen IN,46808,41.09181775,-85.17416306
BOILER HEATING AND COOLING,LAFAYETTE,86 CREASY  COURT,Tippecanoe IN,47905,40.39637974,-86.83928744
BOLLOCK,LAFAYETTE,900 FARABEE CT,Tippecanoe IN,47905,40.40881153,-86.85198165
BOLLS UNIQUE INDOOR COMFORT  LLC,INDIANAPOLIS,3648 W 16TH ST,Marion IN,46222,39.7879608,-86.2230454
BOMGAARS,GREENFIELD,1875 E MAIN ST,Hancock IN,46140,39.78593112,-85.74843037
BOMGAARS,LINTON,2135 EAST HIGHWAY 54,Greene IN,47441,39.036964,-87.132648
BOMGAARS,NORTH VERNON,2110 N STATE HWY 3,Jennings IN,47265,39.016166,-85.637892
BONE DRY ROOFING,LAFAYETTE,1250 S CREASY LANE,Tippecanoe IN,47905,40.39906949,-86.83858299
BONNIE PLANTS-AFC,CRAWFORDSVILLE,455 W 600 S,Montgomery IN,47933,39.951554,-86.912129
BOONE COUNTY AUTOMOTIVE,LEBANON,1212 W MAIN ST,Boone IN,46052,40.04755477,-86.48033729
BOONE REMC,LEBANON,1207 INDIANAPOLIS AVE,Boone IN,46052,40.0380654,-86.45624904
BOSMA ENTERPRISES,INDIANAPOLIS,6270 CORPORATE DR,Marion IN,46278,39.86908945,-86.26719224
BOSMA ENTERPRISES,INDIANAPOLIS,7225 WOODLAND DR,Marion IN,46278,39.88420645,-86.2657413
BOSS TRUCK SHOPS INC,INDIANAPOLIS,1724 THOMPSON RD,Marion IN,46217,39.692886,-86.193047
BO-WITT,EDINBURGH,500 N WALNUT,Johnson IN,46124,39.358295,-85.96653
BOX TRUXX,INDIANAPOLIS,4026 PARK 65 DRIVE,Marion IN,46254,39.82905646,-86.23143889
BRADEN,FISHERS,11815 Technology Lane,Hamilton IN,46038,39.96267334,-86.0060763
BRADLEY HUBLER CHEVROLET,FRANKLIN,1550 N MORTON ST,Johnson IN,46131,39.49435108,-86.06518527
BRATTAIN AND SON WELDING LLC,SHELBYVILLE,44 4TH STREET,Shelby IN,46176,39.51386931,-85.77568675
BRC RUBBER AND PLASTICS,HARFORD CITY,1133 GILKEY AVENUE,Blackford IN,47348,40.4611962,-85.3890474
BREISCH FARMS LLC,GREENTOWN,13961 E 300S,Howard IN,46936,,
BRENNAN EQUIPMENT SVCS,HOLLAND,6940 HALL ST,Lucas OH,43528,41.61702561,-83.70501565
BRENNTAG MID SOUTH INC,INDIANAPOLIS,3111 N POST RD,Marion IN,46226,39.8136086,-86.00965498
BREWER MACHINE & MFG INC,SHELBYVILLE,1501 MILLER AVE,Shelby IN,46176,39.510249,-85.795703
BRIAN WOOD,WALDRON,6260 E MICHIGAN,Shelby IN,46182,39.469206,-85.661784
BRIDGESTONE AMERICAS INC,NASHVILLE,200 4TH AVENUE SOUTH,Davidson TN,37201,36.158921,-86.77573
BRIGGS EQUIPMENT,DALLAS,10540 N STEMMONS FREEWAY,Dallas TX,75220,32.867682,-96.89469081
BRIGHTPOINT,INDIANAPOLIS,7365 WINTON ROAD,Marion IN,46268,,
BRIN INDUSTRIES LLC,LAFAYETTE,3477 SOUTH STREET,Tippecanoe IN,47905,40.41699795,-86.8525446
"BRINKMAN PRESS, INC",INDIANAPOLIS,6945 HAWTHORN PARK DRIVE,Marion IN,46220,39.8813944,-86.07212519
BRINKS COIN CENTER,INDIANAPOLIS,402 NORTH DORMAN,Marion IN,46202,39.77291955,-86.1509402
BRINKS INC,INDIANAPOLIS,1075 E VERMONT ST,Marion IN,46202,39.77223001,-86.1387435
BRITTANY CONSTRUCTION,INDIANAPOLIS,5242 W 76TH ST,Marion IN,46268,39.89109843,-86.25197518
BRNO CABINETRY LLC,GREENFIELD,6194 W AIRPORT BOULEVARD,Hancock IN,46140,39.8430088,-85.91555693
BROAD-OCEAN MOTOR LLC,WHITESTOWN,4900 ALBERT S WHITE DR,Boone IN,46075,39.981389,-86.376455
BROADY-CAMPBELL INC,INDIANAPOLIS,2115 ANDREW J BROWN AVE,Marion IN,46202,39.796638,-86.1352471
BROADY-CAMPBELL INC,INDIANAPOLIS,4105 MASSACHUSETTS AVENUE,Marion IN,46218,39.80363953,-86.09773586
BROSHCO,MANSFIELD,1595 WEST LONGVIEW AVENUE,Richland OH,44906,40.77670058,-82.57055039
BROTHERS AUTO SALVAGE,INDIANAPOLIS,1000 S KITLEY AVENUE,Marion IN,46203,39.7541119,-86.05501957
BROWN COUNTY SHEET METAL,NASHVILLE,2262 SR45,Brown IN,47448,,
BROWNING CHAPMAN,WESTFIELD,2101 BASTIAN CT,Hamilton IN,46074,40.07899496,-86.12328061
BROWNING CHAPMAN LLC,WESTFIELD,1564 FOREST HILLS DRIVE,Hamilton IN,46074,40.08785,-86.131788
BROWNING CHAPMAN LLC,WESTFIELD,2101 BASTIAN CT,Hamilton IN,46074,40.07899496,-86.12328061
BROWNING CHAPMAN LLC/PARKING GARAGE,INDIANAPOLIS,540 N SENATE AVENUE,Marion IN,46204,39.77504217,-86.16333587
BRUCE DUTTER FARMS,FLORA,2445 WEST 150S,Carroll IN,46929,,
BRUCE LITTON TRAILER SALES,INDIANAPOLIS,10184 E US HIGHWAY 136,Marion IN,46234,,
BRULIN,INDIANAPOLIS,2920 DR. ANDREW J BROWN,Marion IN,46205,39.8095171,-86.1356078
BRUNS-GUTZWILLERINC,BATESVILLE,308 S JOHN ST,Ripley IN,47006,39.294407,-85.21463
BUCK CREEK ELEVATOR INC,BUCK CREEK,4833 MAIN ST,Tippecanoe IN,47924,,
BUCKEYE CLEANING IND,INDIANAPOLIS,5230 D PARK EMERSON DR,Marion IN,46203,,
"BUCKEYE CORRUGATED, INC",INDIANAPOLIS,4001 SOUTH HIGH SCHOOL ROAD,Marion IN,46241,39.7053979,-86.26698053
BUCKEYE CROP CARE,BELLEFONTAINE,1869 E ST RT 540,Logan OH,43311,,
BUCKEYE DIAMOND LOGISTICS INC,INDIANAPOLIS,217 S BELMONT AVE,Marion IN,46222,39.76319796,-86.19676263
BUCKEYE POWER SALES,INDIANAPOLIS,1707 S FRANKLIN RD,Marion IN,46239,39.7471892,-86.02517045
BUCKLES FEED,LAFAYETTE,220 S 4TH,Tippecanoe IN,47902,40.414448,-86.893251
BUILDING CONCEPTS OF INDIANA INC,HOPE,9979 ST RD 9,Bartholomew IN,47246,,
BUILDPRO INDY LLC,INDIANAPOLIS,3649 LAFAYETTE ROAD,Marion IN,46222,39.8214478,-86.2308504
BULK TRANSFER INC,FRANKFORT,450 S PRAIRIE AVE,Clinton IN,46041,40.2772211,-86.52941018
BUNDY BROTHERS,MEDORA,3 DAVID ST,Jackson IN,47260,38.82531,-86.168674
BUNGE,INDIANAPOLIS,1102 WEST 18TH STREET,Marion IN,46202,39.79129586,-86.18030249
BUNGE,WORTHINGTON,7383 N 100W,Greene IN,47471,,
BUNZL,INDIANAPOLIS,7034 BROOKVILLE RD,Marion IN,46239,39.75419201,-86.0458722
BURCH HARLAN CO,FARMERSBURG,11633 N SR63,Sullivan IN,47850,,
BURCH HARLAN CO,TERRE HAUTE,5425 W CANTRELL DR,Vigo IN,47802,,
BURCO MOLDING,NOBLESVILLE,15015 HERRIMAN BOULEVARD,Hamilton IN,46060,40.00975676,-86.00570876
BURKE SPRING INC,TERRE HAUTE,45 S 12TH STREET,Vigo IN,47807,39.4662898,-87.39936065
BURNS INDUSTRIAL EQUIPMEN,MACEDONIA,8155 ROLL & HOLD PARKWAY,Summit OH,44056,41.3008046,-81.4965672
BURRIS MECHANICAL INC,SEYMOUR,110 O'BRIEN STREET,Jackson IN,47274,38.959122,-85.881389
BURTON'S FLOORING CENTER,FRANKLIN,565 BANTA STE,Johnson IN,46131,,
BUSINESS FURNITURE CORP,INDIANAPOLIS,8421 BEARING DR,Marion IN,46268,39.91125395,-86.23716507
BUSKE WAREHOUSE,INDIANAPOLIS,8351 NORTHWEST BLVD,Marion IN,46278,39.9055703,-86.26712918
BUTLER MacDONALD,INDIANAPOLIS,5955 W 80TH ST,Marion IN,46278,39.89798659,-86.26655917
BUTLER UNIVERSITY,INDIANAPOLIS,4602 SUNSET AVE,Marion IN,46208,39.83956318,-86.1690307
BUTTERFIELD FOODS,NOBLESVILLE,635 WESTFIELD RD,Hamilton IN,46060,40.04537215,-86.02817612
BUY RITE INC,INDIANAPOLIS,5346 PIKE PLAZA ROAD,Marion IN,46254,39.83042995,-86.25454687
BWAAM LIQUIDATORS,INDIANAPOLIS,5375 E THOMPSON ROAD,Marion IN,46237,39.69461932,-86.07465815
"C & C AG SOLUTIONS, LLC",MAYFIELD,565 OPPORTUNITY DRIVE,Graves KY,42066,,
C & D TECHNOLOGIES INC,ATTICA,200 W MAIN ST,Fountain IN,47918,40.29546851,-87.25067762
C & D TECHNOLOGIES INC,BLUE BELL,1400 UNION MEETING RD,Montgomery PA,19422,40.148134,-75.283929
C R SALES & SERVICE INC,INDIANAPOLIS,226 N TRAUB AVENUE,Marion IN,46222,39.76891167,-86.1956518
C&C DISCOUNT LLC,AVON,137 PRODUCTION DRIVE,Marion IN,46222,39.76113544,-86.3870011
"C.H.I. OVERHEAD DOORS, LLC",TERRE HAUTE,1440 SAVANNAH AVE,Vigo IN,47803,,
CAFE CONTINENTAL LLC,STERLING HEIGHTS,35710 MOUND ROAD,Macomb MI,48310,42.55579075,-83.04904363
CAG LOGISTICS MANAGEMENT SERVICES I,INDIANAPOLIS,3131 N FRANKLIN ROAD,Marion IN,46226,39.81385966,-86.02666952
CALDWELL'S INC,MORRISTOWN,10911 N 600E,Shelby IN,46161,,
CALIFORNIA PELLET MILL,CRAWFORDSVILLE,1114 E WABASH AVE,Montgomery IN,47933,40.03958965,-86.88547827
CAMERON CO-OP ELEVATOR ASSOCIATION,CAMERON,102 S WALNUT STREET,Clinton MO,64429,39.73984416,-94.23601188
CAMPACK,MUNCIE,2451 E FUSON ROAD,Delaware IN,47302,,
CAMPING WORLD OF INDIANAPOLIS,INDIANAPOLIS,303 SHEEK RD,Johnson IN,46143,,
CANATURE,WHITESTOWN,6353 COMMERCE DR,Boone IN,46075,39.947987,-86.369578
CANNON FABRICATION,MILROY,7824 SOUTH 175 WEST,Rush IN,46156,39.49860339,-85.4738829
CANPACK US LLC,MUNCIE,2451 W FUSON ROAD,Delaware IN,47302,40.14932977,-85.413547
CANTEEN VENDING SERVICE,INDIANAPOLIS,2610 FORTUNE CIRCLE,Marion IN,46241,39.727161,-86.255508
CANYON FALLS BUSINESS SOLUTIONS,INDIANAPOLIS,5545 W RAYMOND STREET,Marion IN,46241,39.7353458,-86.25382685
CAPACITY LLC,WHITESTOWN,4330 S 500E,Boone IN,46075,,
CAPCO MFG. INC.,COLUMBUS,1349 ARCADIA DR,Bartholomew IN,47201,39.231245,-85.938886
CAPITAL INDUSTRIES,EDINBURGH,312 WEST CENTER CROSS STREET,Johnson IN,46124,39.35547882,-85.96957486
CAPITAL INDUSTRIES,NEW PALESTINE,6822 W US 52,Hancock IN,46163,,
CAPITAL INDUSTRIES,SHELBYVILLE,1677 W 400 N,Shelby IN,46176,39.583274,-85.81278
CAPITAL INDUSTRIES,SHELBYVILLE,4695 COUNTY RD 12W,Shelby IN,46176,39.589561,-85.807107
CAPITOL CITY CONTAINER,INDIANAPOLIS,5110 WEST 74TH ST,Marion IN,46268,39.8886391,-86.2479017
CAPITOL CITY CONTAINER,INDIANAPOLIS,7555 WOODLAND DRIVE,Marion IN,46278,39.88980055,-86.26442579
CAPITOL CITY CONTAINER,INDIANAPOLIS,8240 ZIONSVILLE RD,Marion IN,46268,39.904611,-86.2607234
CAPITOL CITY FENCE,INDIANAPOLIS,920 E OHIO ST,Marion IN,46202,39.76961457,-86.14065037
CAPITOL IMPROVEMENT BOARD,INDIANAPOLIS,100 S CAPITOL AVE,Marion IN,46225,39.7619352,-86.16216374
CAPITOL SUPPLIES,INDIANAPOLIS,2020 N ILLINOIS,Marion IN,46202,39.79397,-86.159775
CARDINAL PRODUCE LLC,CARLISLE,11249 S CR 450W,Sullivan IN,47838,,
CARDINAL WHOLESALERS LLC,INDIANAPOLIS,6180 HILLSIDE AVENUE,Marion IN,46220,39.8677802,-86.12514844
CAREFREE SPAS INC,INDIANAPOLIS,9529 CORPORATION DR,Marion IN,46256,39.92328312,-86.03291477
CARGILL SWEET BRAN BOVINA,BOVINA,886 US 60,Parmer TX,79009,34.50730726,-102.903804
CARGOLOOP,CICERO,22275 US HWY 31,Hamilton IN,46034,,
CARGOLOOP,ELIZABETH,888 MCLESTER STREET,Union NJ,7201,40.66541401,-74.16564947
CARGOLOOP,INDIANAPOLIS,10333 N MERIDIAN STREET,Hamilton IN,46290,39.936953,-86.156531
CARGOLOOP,LAPORTE,1920 W FAIRMONT,Harris TX,77571,,
CARLISLE BRAKE & FRICTION,BLOOMINGTON,1031 E HILLSIDE DR,Monroe IN,47401,39.150613,-86.52149522
CARLISLE BRAKE & FRICTION,MEDINA,920 LAKE ROAD,Medina OH,44256,41.11927561,-81.89462448
CARMEUSE LIME INC,CLEAR BROOK,508 QUARRY LANE,Frederick VA,22624,39.255755,-78.085328
CARNECERIA GUANAJUATO,INDIANAPOLIS,5210 PIKE PLAZA RD,Marion IN,46254,39.8331415,-86.2487786
CARNICERIA GUANAJUATO,INDIANAPOLIS,5210 WEST PIKE PLAZA,Marion IN,46254,,
CARPET MANIA,COLUMBUS,2258 COTTAGE AVENUE,Bartholomew IN,47201,39.221262,-85.905584
CARRIER,INDIANAPOLIS,7304 W. MORRIS STREET,Marion IN,46241,,
CARRIER COMPANY,CROMWELL,100 SEBETHE DR,Middlesex CT,6416,41.6106323,-72.70652299
CARRIER COMPANY,INDIANAPOLIS,221 S FRANKLIN RD,Marion IN,46219,39.76985445,-86.02114831
CARRIER COMPANY,INDIANAPOLIS,7310 W MORRIS ST,Marion IN,46241,39.74963794,-86.29365534
CARRIER WAREHOUSE,GREENFIELD,6887 W 350 N,Hancock IN,46140,39.832142,-85.932283
CARROLL CONSTRUCTION SUPPLY,INDIANAPOLIS,1405 EAST NAOMI ST,Marion IN,46203,39.742486,-86.13509863
CARROLL CONSTRUCTION SUPPLY,OTTUMWA,207 WEST 2ND STREET,Wapello IA,52501,41.02005825,-92.41299772
